2.806993906034893627e-06,2.088919493889044958e-03,3.117359550561797921e-01,1.329238329238329186e-01,2.716049382716049232e-01,4.501647788639950160e-02,5.228861330326944890e-01,9.336757481018311822e-01,9.519293125810635026e-01,9.595664860358482651e-01,9.890109890109891055e-02,4.782608695652174058e-01,3.129326747040968582e-01,7.277730944870286489e-01,5.971631093494882414e-01,2.873563218390804558e-03,2.906976744186046471e-03,8.070829450139794803e-01,0.000000000000000000e+00,5.648327003392179801e-02,7.036833982117980668e-02,5.398500116520277281e-02,9.027705852131646669e-01,0.000000000000000000e+00
5.613987812014276102e-06,3.577707420472950144e-04,2.247191011235954994e-02,2.002457002457002505e-02,2.356902356902356929e-02,1.348971170622282612e-01,6.514656144306650853e-01,9.874385886556498182e-01,8.273346303501944998e-01,6.483256912602473054e-01,2.857142857142857539e-01,3.913043478260869179e-01,5.183177172283880418e-01,6.501897914602989825e-01,8.141304839692198314e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.101118359739050145e-01,0.000000000000000000e+00,2.354708460179503332e-02,5.319290558398882124e-02,2.728432899384548027e-01,9.837907273647961137e-01,0.000000000000000000e+00
1.122797562408406336e-05,9.348203259945449956e-04,6.683707865168538043e-02,1.094770094770094737e-01,6.397306397306397330e-02,1.070231798166662029e-01,6.491544532130778533e-01,8.303372041089772670e-01,6.014510376134889480e-01,6.613866888981519976e-01,9.890109890109891055e-02,7.391304347826086474e-01,5.183177172283880418e-01,7.607507890398117478e-01,5.971631093494882414e-01,5.747126436781609116e-03,5.813953488372092943e-03,8.562441752096924263e-01,4.000000000000000083e-02,2.727845572453650030e-02,1.171143095686509317e-01,7.119080954552788887e-01,7.805944470079628772e-01,0.000000000000000000e+00
1.403496953006344583e-05,8.194104092050949559e-04,1.168539325842696541e-01,7.897507897507898000e-02,1.178451178451178499e-01,3.928798914398072273e-01,7.014092446448704221e-01,8.303930326038410081e-01,8.252675097276265248e-01,5.195220230651660387e-01,9.890109890109891055e-02,4.782608695652174058e-01,5.183177172283880418e-01,3.774717684329141343e-01,5.971631093494882414e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.423112767940354129e-01,0.000000000000000000e+00,4.977355532919947034e-02,9.582297113333101968e-02,2.007701213341571700e-01,7.908674273682821942e-01,0.000000000000000000e+00
1.684196343609833946e-05,6.270605478893450345e-04,1.112348314606741440e-01,1.010179010179010212e-01,1.032547699214365899e-01,4.915948932399125115e-01,5.328072153325817961e-01,9.113443501563197602e-01,7.985570687418936942e-01,9.337223843268027679e-01,9.890109890109891055e-02,6.956521739130434590e-01,5.183177172283880418e-01,4.142980378102299466e-01,6.931450054755320389e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.091332712022367479e-01,4.000000000000000083e-02,5.841583309564742088e-02,1.480645018384251499e-01,3.324526219961962958e-01,8.713836310602603996e-01,0.000000000000000000e+00
1.964895734213323308e-05,1.242580104099744957e-03,3.784584269662920608e-01,1.547736047736047449e-01,3.378226711560044504e-01,4.915948932399125115e-01,3.545095828635851376e-01,8.252568110763733866e-01,9.508349546044098100e-01,9.139919410865637861e-01,1.868131868131868156e-01,6.956521739130434590e-01,8.017862315302154430e-01,8.467837680176503179e-01,5.489029065879610370e-01,2.873563218390804558e-03,2.906976744186046471e-03,6.360671015843429865e-01,8.000000000000000167e-02,1.076599313484442322e-01,1.286437880363642261e-01,4.289012210872777953e-02,6.882955904938328207e-01,0.000000000000000000e+00
2.245595124811261556e-05,2.858318939152045077e-03,3.707865168539326017e-01,1.577922077922077893e-01,3.714927048260381337e-01,3.921460023816777246e-02,6.404171364148815160e-01,9.749330058061634885e-01,8.136754215304798921e-01,6.694456023343059448e-01,8.791208791208791895e-02,6.956521739130434590e-01,5.183177172283880418e-01,8.354146803345731120e-01,6.031690349467127010e-01,5.747126436781609116e-03,5.813953488372092943e-03,7.506989748369058413e-01,0.000000000000000000e+00,5.010138621329202763e-02,6.218935005639226327e-02,5.302441066375401801e-02,9.673171609388901970e-01,0.000000000000000000e+00
2.526294515414750919e-05,7.424704646787950741e-04,2.433483146067415281e-01,1.256230256230256026e-01,2.177328843995510466e-01,2.540086958929906324e-01,7.108229988726043613e-01,9.079946404644930746e-01,6.989704928664073336e-01,5.117410031957759786e-01,9.890109890109891055e-02,6.086956521739130821e-01,6.041040295913762126e-01,2.406401242299158749e-01,8.388736022393252778e-01,2.873563218390804558e-03,2.906976744186046471e-03,1.000000000000000000e+00,4.000000000000000083e-02,1.069063482206063787e-01,1.601799560563990921e-01,1.084766070312335184e-01,8.370868980106673796e-01,0.000000000000000000e+00
2.806993906018240281e-05,9.348203259945449956e-04,8.988764044943819975e-02,7.267462267462267145e-02,9.090909090909091161e-02,2.686172422387770320e-01,3.934611048478016126e-01,8.872822688700312543e-01,4.148427367055771420e-01,4.453244407391968585e-01,9.890109890109891055e-02,3.478260869565217295e-01,5.183177172283880418e-01,8.732677314836171378e-01,5.971631093494882414e-01,5.747126436781609116e-03,5.813953488372092943e-03,6.102050326188257490e-01,4.000000000000000083e-02,3.534899642912703310e-02,7.984903735407310188e-02,2.728432899384548027e-01,8.085380000012964974e-01,0.000000000000000000e+00
3.368392687219667891e-05,7.424704646787950741e-04,1.516853932584269482e-01,7.628992628992628533e-02,1.526374859708192755e-01,3.116951452546456447e-01,1.526493799323562772e-01,9.620924519874943792e-01,8.205658236057068455e-01,8.974572738641100056e-01,9.890109890109891055e-02,6.521739130434782705e-01,3.218902104041102552e-01,7.624123606340992287e-01,4.058349112685971094e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.033550792171482158e-01,0.000000000000000000e+00,6.839434954565661029e-02,1.002356469318335525e-01,1.014350971798834711e-01,9.086345192210111277e-01,0.000000000000000000e+00
